Name,Description
Scatterbug,"Scatterbug is a black larval Pokémon with a relatively large head. Its head is bisected by a line that runs from the forehead to the mouth. It has large beige eyes with square black pupils, a single pointed tooth that pokes out of its mouth, and three white hairs on top of its head. Scatterbug has a three-segmented body with a pair of nubby, beige legs on each segment. A white ruff of fur encircles its neck, and there is a large beige spot on its rear."
Spewpa,"Spewpa is small, cocoon-like Pokémon mostly hidden by sharp white fur with square particles of red, black, and pale yellow in and around the fur. Poking out of the top of its fur is its large, round head. The head is light gray in the back with a darker gray face. There is a beige dot over each eye and the face is bisected by a thin, black line that ends in a beige triangle at the top of the head. Its eyes are also beige with square, black pupils."
Vivillon,"Vivillon is a butterfly-like Pokémon with wings that come in a large variety of patterns. It has a round, grayish head with large, black, pixelated eyes and a pair of skinny antennae. The tips of the antennae each have an ovoid scale that is dark gray on the upper half and beige on the lower half. Vivillon's thorax is an ovoid and divided into three segments; each segment is a different shade of gray. Its legs are also ovoid and are dark gray on the lower half, beige on the upper half, and have a black band in the middle. It has two black, circular hands and no visible arms. While Vivillon's wings come in a wide variety of colors and patterns, they always have black edges and pixelated markings. It can spread its scales to poison its opponents during battle or, as shown in the anime, to calm an opponent's fighting spirit. It is highly capable of finding sources of water, such as springs."
Litleo,"Litleo is a quadrupedal, leonine Pokémon. It is mostly dark brown with pale brown paws, ears, tail tip, and face. It has a short, rounded muzzle with a reddish-orange nose, round ears with darker interiors, and circular, black eyes with white pupils. There is a reddish-orange tuft of mane between its ears. Each of its paws has three toes and dark brown paw pads. The tail ends in a pointed, teardrop shape."
Pyroar,"Pyroar is a quadrupedal, leonine Pokémon. It is mostly dark brown with light brown legs, tail tip, chest, and face. It has a rounded muzzle with a dark brown nose, round ears with dark brown interiors, bright blue eyes, and a dark brown stripe behind each eye. The fur around its thighs is longer and each paw has three toes. There is a tuft of longer fur on the tip of its tail. A male Pyroar has a large, predominantly red mane with gold streaks forming a pattern resembling the Daimonji symbol (大) and the symbol for fire (火). In contrast, a female has a long, gold and red crest-like mane extending from its forehead. Female Pyroar significantly outnumber their male counterparts. The female's mane is as long as its whole body, and the light brown on its front legs extends all the way to its shoulders. The light brown fur on the male's front legs only extends up to its elbows."
Flabébé,"Flabébé is a small Pokémon with a white upper half and a green lower half. It has beady eyes, a pink blush mark on each cheek, long, notched ears, and a small, pointed nose. On top of its head are several spheres of pollen that form a crown. It has stubby arms and a tail, but no visible legs. Flabébé is a female-only species with no male counterpart. It is one of the shortest and lightest Pokémon in existence."
Floette,"Floette is a small Pokémon with a white upper body and a deep-green lower body. Its eyes are black with a green, leaf-like extension over each similar to eyelashes. It has long, notched ears with a yellow ring around each base. Its tail is spade-shaped, and it has thin arms with mitten-like hands. It has two thin black lines on its head. It is a female-only species with no male counterpart."
Florges,"Florges is a slender Pokémon with a white upper body and a green lower body. Its head is rounded with a pointed, upturned nose; long, teardrop-shaped ears; and dark eyes with lengthy, green, plantlike lashes. Surrounding its head is an ornate bouquet of flowers that can be red, yellow, orange, blue, or white. It has slender arms with three tiny fingers and two black diamond shapes on its chest. Its lower body resembles a mermaid's tail with two large leaves sprouting above the tailfin. It is a female-only species with no male counterpart."
Skiddo,"Skiddo is a quadrupedal, goat-like Pokémon covered with shaggy, dark brown fur. It has a white face with a brown blaze down the middle, a round black nose, black eyes, a short beard, and small rounded ears. On top of its head are a pair of pointed black horns extending out to the sides. It has a white stocking on each leg and cloven, orange hooves. There is a leafy green mane around its neck that extends along its back. The mane ends at its tail, which is made up of three short leaves."
Gogoat,"Gogoat is a quadrupedal, hooved Pokémon similar to a goat. The fur on its face is white with fluffier fur on the chin and the back of its head is dark brown. It has a black nose, red eyes encircled by black markings, a brown blaze down the middle of its face, and rounded ears. On top of its head is a pair of curving black horns that extend over its back. It is covered in shaggy, brown fur that is darker across the back and lighter around the belly and legs. Around its neck is a thick, green leafy mane that extends down its back and ends in a short, bushy tail. The fur on its legs is shorter than the rest of its body; it is dark brown on the upper leg and white around the feet. Each foot ends in a cloven, brownish-orange hoof."
Pancham,"Pancham is a bipedal, mammalian Pokémon that resembles a young panda. Its head and short, puffy tail are white. It has a triangular black nose, rounded black ears, black circles around its eyes, and tufts of fur on top of its head and on each cheek. Its upper body and hind feet are black, while the lower body is a dark gray. Where the two colors meet the dark gray forms a three-pointed pattern on its chest. There are three digits on each paw and small, dark brown circular pads on the soles of its black hind paws. Pancham carries a small, green leaf in its mouth. There is no actual purpose behind this leaf, aside from an attempt to look cool."
Pangoro,"Pangoro is a large bipedal Pokémon resembling a humanoid panda bear. It has a stocky build with a round belly, short legs, and long arms with large paws. Its head and belly are covered in thick white fur, while its lower body, chest, arms, and back are covered in equally thick dark gray fur. A long cape of this dark gray fur hangs down behind its back; in combination with the rest of the dark-furred pattern, this gives the impression that Pangoro is wearing a long coat and trousers. Pangoro's three-fingered paws have shorter, darker fur and are tipped with black claws. It has a blunt snout with a triangular black nose, rounded black ears, prominent fangs in its lower jaw, and black semicircles under its brow that make its eyes indistinguishable. Pangoro likes to carry a thin-stemmed shoot with two leaves in its mouth. This small bamboo shoot is used to sense the movements of those around it."
Furfrou,"Furfrou is a quadrupedal, canine Pokémon with thick, white fur that covers its black body apart from its paws and face. The fur is thicker and fluffier around its head and tail. It has round, red eyes with blue eyelids, a pointed snout with a round, light blue nose, and long rectangular ears. When its mouth is open, two pointed teeth can be seen on its upper jaw. Furfrou used to guard the king in the ancient times of Kalos and is known to be loyal to its Trainer."
Espurr,"Espurr is a bipedal, feline Pokémon. Its fur is a pale gray with white tips on its ears and white paws. There are tousled tufts of fur on its head, cheeks, shoulders, chest, and hips. It has wide, pale purple eyes with darker purple pupils, a tiny nose, and a small mouth. When its mouth is open, two pointed teeth can be seen on its upper jaw. Its tail is fluffy and slightly curled."
Meowstic,"Meowstic is a bipedal, feline Pokémon whose appearance differs drastically between genders. Both genders have two tails, folded ears, a small collar of fur around the neck, and a tuft of fur on top of the head. On the inner surface of the tips of each ear, there is an eye-like organ with a ring at its center. This organ can emit psychic energy powerful enough to obliterate a 10-ton truck or tanker into dust. When emitting psychic powers, the organ glows light blue. Meowstic usually keeps its ears folded at all times to keep its psychic powers in check, but it will unleash this power if threatened."
Honedge,"Honedge is a Pokémon that resembles a sword from medieval times. Its body is a silver sword with a light gray hilt. Embedded in the hilt is a blue gem with a dark center that appears to be its eye. The blue eye is said to be the true form of Honedge. Attached to the pommel is a long, dark blue cloth with a swirl design in lighter blue at the tip; the tip of the sash splits into four tassels. The sash is known to suck the life energy out of anyone who dares to grab it by the hilt. Honedge's sheath is dark brown with curved lines resembling a triquetra across its surface. Near the top of the sheath are two rings and a hole that in conjunction with the shape of Honedge's blade create the illusion of a face, with eyes and a mouth. A third ring extends onto the hilt and encircles its actual eye. Honedge is said to have been born from a person's soul after they were killed by the sword that it resides in."
Doublade,"Doublade is a Pokémon composed of two swords. Each sword has a silver blade and a light gray hilt. Embedded in each hilt is a single, pink gem with a dark center that appears to be an eye. Attached to each pummel is a long, dark purple sash with a pink swirl pattern on the tip; the tip of the sashes split into four tassels. Doublade has two sheathes that are attached to a plaque. The sheathes are varying shades of brown with lines forming a triquetra pattern across the front. Near the top of each sheath are white teeth-like markings and rings with white centers that resemble eyes. A third ring extends onto the hilt and encircles the actual eye."
Aegislash,"Aegislash is a Pokémon whose body resembles a golden sword. The edge of the steel blade is white and somewhat serrated near the tip. Where the blade meets the hilt is a single, purple eye with a white slit pupil surrounded by black space. The handle forms a thick, striated spike. Two cloth-like arms emerge from the sides of the hilt. Each arm is primarily black and transitions to a pale purple with a slight swirl pattern at the tip. The sash-like arms split into four tassels at the tips. It always carries an ornate shield in at least one of its arms. The shield is gold and has three brown rings surrounded by black in the middle. It also has a brown rim with three lines radiating toward the center."
Spritzee,"Spritzee is a pink, avian Pokémon. It has a rounded body and a pale blue-gray face. Most of its facial area is taken up by its curved beak, which somewhat resembles a plague doctor's mask. It has large red-orange eyes with long black lashes. On top of its head is a curly tuft of feathers or fur. It has small wings and purple feet with no visible digits."
Aromatisse,"Aromatisse is a bipedal, semi-humanoid Pokémon. Its head and upper body are covered in fluffy purple fur or feathers. The exact hue varies: they are vivid purple in the official art, and pinkish-purple in all other appearances of the Pokémon. Around its lower body is an even fluffier mass of pink fur, resembling a skirt. There is a black bow on its lower back. It has a pale blue-gray face with a small, curved beak or snout that resembles a mask worn by plague doctors or a masquerade mask. Its eyes are black with red sclerae and pupils and full black lashes. It has two wavy ears or tufts with yellow centers on its head. Each of its hands has three yellow claws, and it has paw-like feet with three toes."
Swirlix,"Swirlix is a small, round Pokémon covered with fluffy white fur. It has reddish-pink eyes with white pupils, round ears with light pink tips, a tiny reddish-pink nose, and is often seen with its tongue poking out of the corner of its mouth. When its mouth is open, two upper fangs can be seen. In between its ears is a more prominent tuft of fur. Poking out of the bottom of its fur is its light pink tail. Its feet are usually tucked up in its fur, but when they are visible, they are seen to be light pink and have three toes."
Slurpuff,"Slurpuff is a white, bipedal Pokémon. It has reddish-pink eyes with white pupils and is usually seen with its tongue poking out of the corner of its mouth. When its mouth is open, two upper fangs can be seen. On top of its head is a mass of fluffy pink fur with a red cherry-like sphere on top. On either side of its head, its pink fur forms a spherical shape similar to ears. Around its neck is a wavy, red collar and there is a red spot on the left side of its chest. It has small, pink feet with three toes and stubby arms."
Inkay,"Inkay is a blue, squid-like Pokémon. It has a transparent mantle with a rounded, pink body inside that has several yellow, circular spots that can glow brightly. There are four of these luminescent spots on the front and two on the back. Attached to its mantle are two transparent tentacles; its remaining tentacles are part of its main body, eight in total. It has round black eyes and a pink beak-like mouth."
Malamar,"Malamar is a Pokémon that resembles an upside-down squid. Several purple tentacles with bright blue undersides sprout from the top of its head. It has yellow eyes with black sclerae, a dark pink beak-like mouth, and lighter purple eyelids. Its main body is dark purple and has six circular yellow lights on the front and back. There is also a yellow stripe nearly encircling its upper body. Covering its main body is a transparent mantle with two white fins on the bottom that function as legs. On each side of the mantle is a long tentacle with dark pink at the top and white, scythe-like fins at the ends. The edge of Malamar's fins are said to be supremely sharp."
Binacle,Binacle is a Pokémon that resembles a goose barnacle. It also has the appearance of a hand and arm; the “hand” serves as its head. Its head is brown with puffy orange cheeks and an orange marking where a nose would be located. On top of its head are three long claws. Its body is orange with a white band around the middle.
Barbaracle,"Barbaracle is a bipedal Pokémon with a body that consists of two gray rocks connected by an orange, segmented waist. It has four orange arms connected to the upper rock. Its head is brown and resembles a left fist; there are four clawed fingers on top and a clawed thumb on its right cheek. Its face is orange with two eyes but no other distinguishable features. Each arm has a brown hand with a single eye in the center of the palm, four long claws, and a brown band around the middle. Its legs are also orange but have two brown bands and brown feet with four claws and a four-pointed star on the soles."
Skrelp,"Skrelp is a brown aquatic Pokémon that resembles a common sea dragon. It has a purple face and neck, red eyes rimmed with black, a tubular, upturned snout, a leaf-like pectoral fin on either side of its head, and a large, roundish lump on top of its head. A light blue, round growth is attached to the back of its head by a thin brown stem. Its back has a slight hunch with a blunt spike. On either side of its body is a rounded, light blue fin and it has a striated, purple belly. Its tail is composed of three leaf-like fins."
Dragalge,"Dragalge is an aquatic Pokémon that resembles a common sea dragon. Its body is curved in a way that vaguely resembles the number three. Its sides are a light purple with slender vertical lines, while most of the rest of its body is a dull brown. There is a light purple patch on its face surrounding its red eyes. It has a tubular, upturned snout and on the back of its head is a thin appendage. On top of its head is a red, leaf-like crest with two brownish-green antennae. On either side of its body is a skinny, leaf-like appendage and its tailfin also resembles a large leaf. There are three small spikes along its back."
Clauncher,"Clauncher is a crustacean Pokémon that resembles a bright blue shrimp. It has three pairs of light gray legs; two pairs have simple blue spikes, while the foremost pair forms a larger set of claws. One claw forms a single, sharp point; and the other is much larger and forms a more traditional pincer, with a tiny yellow lower claw and a yellow circular pattern with two stripes on the back. Each front claw has a black stripe across the top. It has a pair of yellow antennae on top of its head, yellow eyes, and three pointed mandibles. There are three black stripes along its back that separate its body into segments, and it has a light gray underside. Two black, rectangular fins form its tail."
Clawitzer,"Clawitzer is a crustacean Pokémon that resembles a bright blue shrimp. Its body is divided into several segments by black ridges and there are three small spikes behind its head. It has semicircular, yellow eyes, a black stripe across its face divided into parts, and four pointed mandibles. Its tail consists of three pointed fins: two black ones and one bright blue one. It lacks legs but has two clawed arms. The left claw is smaller and is dark blue with a black stripe along the back and a yellow tip. The right claw is a pincer larger than Clawitzer's body. The pincer is dark blue with a pair of thin, yellow antennae on top, three overlapping segments with a black stripe along the back edge, and four black spikes attached to the back of the last segment. The movable lower portion of the pincer is yellow, as is the inner portion of the pincer's last segment, which has three stripes patterning it."
Helioptile,"Helioptile is a bipedal, lizard-like Pokémon. It is primarily pale yellow with black feet and a black tail tip. The top of its head is also black with a triangular yellow marking on its forehead. It has blue eyes, a V-shaped mouth, a slightly pointed head, a tapering tail, and three toes on each foot. On either side of its head hangs a pointed, extension with a yellow tip. These can stiffen and expand into a frill."
Heliolisk,"Heliolisk is a bipedal Pokémon that resembles a yellow lizard. Its head is mostly black with a yellow lower jaw. It has blue eyes with a pointed spike over each. Covering its neck is a black frill with orange spikes around the rim. This frill can be raised to frame its head if needed. Its hands and feet are black with three digits each and there is an orange band with triangular markings around each leg. It has a long, tapering tail that is orange and then black at the tip."
Tyrunt,"Tyrunt is a bipedal, dinosaurian Pokémon that resembles a large theropod. Its body is grayish-brown with a small hump on its back, and its belly and lower jaw are a lighter gray. The head is large in proportion to its body and has a blunt snout with a ridge above the nostrils. Two teeth are visible in the lower jaw, while the upper jaw has two tooth-like spikes. On top of its head are two orange spikes and it has a black around the lower edge of each eye. Around its neck is a spiky ruff of white, primitive feathers. It has tiny forelimbs with two white claws each. The hind legs are more developed and have rectangular, armor plating over the knees, three white claws on each foot, and a smaller, fourth digit lacking a claw off to the side. Its tail is short with an orange spike near the tip."
Tyrantrum,"Tyrantrum is a bipedal, dinosaurian Pokémon that resembles a large theropod. It is predominantly brownish red with scaly patterns on its skin and scattered orange highlights on some scales and ridges. Tyrantrum's head is proportionately large with a blunt, ridged snout and powerful jaws. It has black around its eyes and a light gray lower jaw covered by a beard of white, primitive feathers. Several sharp teeth are visible in the lower jaw, while the upper jaw is lined with orange-tipped, tooth-like projections. Over its eyes is a row of five spikes resembling a crown. Around Tyrantrum's neck is a feathery white ruff that extends over its shoulders similar to a cape. Its underbelly is gray with white borders and there are two orange spikes near the tip of its long tail. Its small forelimbs have only two black-clawed digits each, but it has powerful hind legs with three black claws each. Plated, armor-like ridges cover its knees, back, and the top of its tail."
Amaura,"Amaura is a quadrupedal, dinosaurian Pokémon that resembles a sauropod. It is light blue with a white underbelly. It has a long neck, a short, stubby tail, and a single white claw on each hind foot. Above each of its large, deep blue eyes is an iridescent, sail-like structure. Typically, the sails are yellow at the bottom and fade into pink toward the tips. On each side of its body is a dark blue crystal. Pokémon-Amie has demonstrated that its sails can change color with its mood and the crystals on its sides permanently remain at freezing temperatures."
Aurorus,"Aurorus is a quadrupedal, dinosaurian Pokémon that resembles a sauropod. It is primarily blue with a light blue underside. It has bright blue eyes, a long neck, and a long, tapering tail with a teardrop-shaped tip. On its head is a V-shaped white marking with a single, light blue crystal in the center. Two large, flowing sails extend from the top of its head and run down the length of its neck. The sails are pale whitish-yellow at the base and fade into a pale bluish-purple at the edges. However, its sails can change color depending on its mood as seen in Pokémon-Amie. Running the length of its body on either side is a line of small ice crystals. There are three clawed toes on its hind legs, but one large nail and a single claw on its forelegs."
Sylveon,"Sylveon is a quadrupedal, mammalian Pokémon covered with pale cream-colored fur with pink feet, ears, and tail. It has light blue eyes, long ears with blue interiors and thicker fur, a tiny nose, two stray tufts of fur on top of its head, and two pointed teeth which can be seen when it opens its mouth. There are two bows on its body: one at the base of its left ear and one at its neck. Each bow is pale cream with a pink center and trails a pair of ribbon-like feelers. The feelers are pale cream and end at the tips with a pink stripe, then a dark blue stripe, and then a light blue color. It has slender legs with small, three-toed paws and a fluffy, slightly curved tail."
Hawlucha,"Hawlucha is a bipedal, birdlike Pokémon with colorful plumage. Its head curves into a beak-shape in the front, but its mouth is located in a white patch under the beak's curve. It has a blue-green mask-like marking across its face, an orange blaze running from its forehead to the back of its neck, an orange ring around each eye, and a small, red patch at the tip of its beak. There is black space around its eyes, which are yellow with paler yellow sclerae. On the back of its head are two rectangular, tassel-like feathers. Its red, cape-like wings have blue-green undersides and are connected to its feathery tail. Near the tip of each wing is a three-clawed hand. Its front is white with a line of red along its neck and the top of its chest. It has small, yellow feet with three toes each."
Dedenne,"Dedenne is a bipedal, orange, rodent-like Pokémon with a round body. It has round black ears with pale yellow interiors, black eyes, a tiny nose, and a prominent upper incisor with a slight point. On each cheek is a circular, dark orange electric sac with two black whiskers. The upper whiskers have branches and resemble antennae, while the lower whiskers are simple. There is a thick black stripe down its back and it has a pale yellow belly. It has stubby limbs with three digits on each paw and a long, thin black tail with a tuft of fur on the tip."
Carbink,"Carbink is a gray, rock-like Pokémon with a conical body. Its body has light blue crystals of various shapes and sizes embedded in it. A white, fluffy collar surrounds its small head. It uses this soft mane to polish the gems of other Carbink. It has bright blue eyes, a light blue crystal on top of its head, and flat diamond-shaped ears. In some media depictions, the fluffy collar, ears, and pattern of the blue crystals on the Carbink’s body can differ based on size and crystal pattern. Due to its small stature, it ties with Minior and Dwebble as the shortest Rock-type."
Goomy,"Goomy is a Pokémon that resembles a slug or a slime with beady black eyes. The lower half of its body is light purple, while the upper half is a paler shade of purple. Along the dividing line of the two colors are five large, green spots. The front part of this line is its mouth. On top of its head are two pairs of antenna-like horns; the hind pair is longer than the front pair. These sensitive horns are used to check its surroundings."
Sliggoo,"Sliggoo is a Pokémon that resembles a snail. The lower half of its body is light purple, while the upper half is a paler purple. It has featureless, green eyes, a single, tiny eyelash over each eye, and two pale green spots on each cheek. It has nubby, underdeveloped arms. On top of its head are two pairs of antenna-like horns; the front horns are small nubs, while the hind horns are considerably longer. Its gelatinous body forms a spiral shell-like structure on its back. Contained within the shell are its brain, heart, and other organs."
Goodra,"Goodra is a bipedal, draconic Pokémon that is coated with slime. Most of its body is pale purple with a darker purple underside. It has bright green eyes, two green spots on each cheek, a relatively long neck, and a short, rounded snout. On top of its head are two pairs of antenna-like horns. The foremost horns are small nubs, but the hind horns are longer, thicker, and curve down its neck. The tips of the larger horns are slightly curled. It has proportionally short limbs with two digits each and a large, thick tail with a curled tip. Along each side of its tail are three green spots. A pale green slime is usually visible dripping from its chin and arms. It is known for having a great affinity for water, being able to live within water with no difficulty at all, as well as dive and surf all around the area."
Klefki,"Klefki is a small, grayish-white Pokémon that resembles a key ring with four keys. It has a spherical head with a small, pink oval on its forehead. Two black circles and a keyhole form its eyes and mouth, respectively. Below its head is its pink, teardrop-shaped body with a white, teardrop-shaped marking in the middle. Extending from the top of its head is a horn that resembles an old-fashioned key with two wide, blunt teeth. Extending from either side of the key is a thin loop that surrounds Klefki. Hanging from the loop are various keys that this Pokémon has collected. As seen in the TCG, the loop is highly mobile and can split both at the top and the bottom, allowing Klefki to collect new keys and even express its feelings. Klefki is very tiny, tying with Alolan Diglett and Meltan as the shortest Steel-type."
Phantump,"Phantump is a ghostly Pokémon possessing a tree stump. Its black body is wispy with nubby arms. Covering its head is a small, brown tree stump with a wavy branch on each side. Its red eyes are visible through two holes in the stump and its mouth appears on the stump itself. There are two small, green leaves near the tip of each branch. Brewing these leaves can create a curative liquid."
Trevenant,"Trevenant is a ghostly Pokémon resembling a slender brown tree. Its shadowy black body is visible through gaps in the tree, and a single, red eye is visible through a hole near the top. There is a wavy, horn-like branch on either side of its head, both dotted with small, green leaves, and a smaller branch on its forehead. On top of its head is a cluster of green leaves. It has two arms with gnarled branches similar to its horns on the elbows. Around its wrists are cuffs of green leaves and it has three claw-like fingers on each hand. Instead of legs, it has six roots similar to a spider's legs."
Pumpkaboo,"Pumpkaboo is a ghostly pumpkin-like Pokémon that varies dramatically in size. Encasing its lower body is a pinkish pumpkin with a pair of nubby legs. Carved into the pumpkin is a pair of circular holes that glow yellow-orange. Pumpkaboo's shadowy black body pokes out of the top of the pumpkin. It has glowing yellow eyes, a pair of fangs in its upper jaw, and pointed ears that curve slightly. On top of its head is a long tuft of fur that curls tightly at the tip. A collar of furry-looking tufts hangs over the edge of the pumpkin."
Gourgeist,"Gourgeist is a ghostly gourd-like Pokémon that varies dramatically in size. Its body is a dark brown pumpkin with a glowing, yellow-orange face carved into the front and a pair of nubby legs. The face consists of two triangular eyes and a grinning mouth; on top of the mouth is a small, triangular cutout for a nose. Poking out of the top of the pumpkin is its slender brown-orange head, which has bright yellow eyes and a small mouth but no visible nose. Gourgeist has long, light pink hair with arm-like tendrils framing its face and bangs that usually cover one eye. On top of its head is a crescent-shaped tuft that is brown on top; this tuft resembles a pumpkin's stem. In the anime, Gourgeist has shown the ability to retract its upper body into the pumpkin, giving it the appearance of a traditional jack-o'-lantern."
Bergmite,"Bergmite is a quadrupedal Pokémon with a white, round body and nubby legs. Its upper half is encased in a slightly transparent, pale blue chunk of ice. Its eyes, which are yellow with purple rings surrounding them, are visible through the ice. The ice itself forms a large triangle with smaller spikes on its forehead and hind end. Despite its chunky appearance, it is capable of swimming."
Avalugg,"Avalugg is a massive Pokémon covered almost entirely in semi-transparent ice. Through the ice on its head, diamond-shaped, yellow eyes are visible. Its head is wedge-shaped with a white diamond-shaped ice chunk on each side in place of ears, a dark chink in the ice over each eye, a crack just before the tip of its snout, and a beard of short icicles. The top of Avalugg's body is flat with three horizontal cracks along the surface and there is a collection of icicles along its belly. Its legs are cylindrical with cracks just before its foot and in-between its toes; underneath each toe is a spiked claw. Pale purple colorations can be found on the insides of its cracks."
Noibat,"Noibat is a pale purple bat-like Pokémon. It has yellow eyes, a black triangular marking on the inner corner of each eye, three tufts of spiked fur on each cheek, two dark purple teardrop-shaped spots on the front of its face forming the shape of a nose-leaf, a black lower jaw, and two spiked tufts of fur on its upper lip. Its large, teardrop-shaped ears resemble loudspeakers; they are dark purple on the outside with alternating rings of pale and dark purple fading to black on the inside. Fluffy black fur covers its chest and hips. On the middle joint of its wings are small black hands with two fingers, and it has two long toes on each foot."
Noivern,"Noivern is a large, draconic Pokémon that resembles a bat. It is primarily black with a purple underbelly and greenish turquoise wing membranes. It has a purple lower jaw; a large, red, V-shaped nose; two fang-like projections on its upper lip; yellow eyes; and a greenish-turquoise color between its eyes and nose. Its large, teardrop-shaped ears have alternating rings of blue-green and black on the interiors and resemble loudspeakers. Around its neck is a fluffy mane of white fur that is longer in the back. Its wings have three red claws on the middle joint and are divided into segments by two black wing fingers. On the back of the wing, the final segment is purple. Noivern's feet have two toes each and a red, claw-like growth on top of each toe. It has a long, whip-like tail with a blue-green underside and two spines near the tip."
Xerneas,"Xerneas is a quadrupedal, stag-like Pokémon with four pairs of antlers. Its coloration varies slightly depending on whether it is in Active Mode or Neutral Mode. Regardless of mode, its main body is always black with a blue stripe down its back and a short, bushy tail. Starting at its knees there is a blade-like trim around each leg, which forms a point under each hoof. There is an upside-down, V-shaped marking on its chest in the same color as the trim on its legs. Its head and neck are blue, and there are two large, tufts that extend onto its chest and curve upward. Its first pair of antlers extends onto its head and curves around the underside of its eyes. The eyes are black with X-shaped pupils. There is a short marking on top of its snout and an upward curving horn on each side of its head in place of ears."
Yveltal,"Yveltal is a large Pokémon with both avian and draconic traits. The back of its body is black with white spots along the wings and back; its front, head, and neck are bright red with branching, black lines throughout. It has a pointed, beak-like snout, bright blue eyes, a black, forward-curving horn over each eye, and a thin, antenna-like growth behind each eye. A feathery gray ruff encircles its neck and billows out over its back. Yveltal's wings each have three spikes along the bottom edge near the body and five large, black claws on the tip. It has small, birdlike legs with gray talons. Each foot has two toes facing forward and one pointing backward. Its tail is similar in structure to its wings, including the five claws on the tip."
Zygarde,"Zygarde is a green and black Pokémon whose form depends on the percentage of Zygarde Cores and Zygarde Cells it has gathered together. Zygarde's Cores and Cells do not have the power to battle alone and can only fight when combined to form Zygarde. Zygarde serves as the protector of the planet's ecosystem. Zygarde is shown to be capable of gathering the energy of the land and focus it on its foes, damaging them. It has the ability to divide its cells from its body temporarily, using them as weapons, either as arrows or waves. Zygarde usually stays out of the sight of others. It has been referred to as a guardian of the ecosystem[1]. Zygarde keeps a close watch on the planet and on its two counterparts Xerneas and Yveltal, ensuring the equilibrium of the planet and the cycle of life and death are kept in check. Normally, Zygarde avoids getting involved in conflicts unless the ecosystem is in grave danger. In the anime, should Zygarde be affected by outside influence, its color changes from green to red, as depicted in the episode Down to the Fiery Finish!."
Diancie,"Diancie is a small Pokémon with a vaguely humanoid appearance. Its lower body is a conical, gray rock with a large, pink diamond in the side. Its upper body has two arms and is covered by a white material that resembles a dress. Its small, mitten-like hands poke out of the sleeves. Around its neck is a golden, half-circlet with a pink diamond in the center. Its head is gray with purple eyes that have red sclerae and pointed ears. On top of its head is a collection of pink crystals forming a headdress. There are four spike-like crystals along the top, a long crystal on either side hanging downward, and a large circular centerpiece on its forehead. There is a small, golden piece hanging off the center crystal and a small pink diamond embedded in the back of its head."
Hoopa,"Hoopa Confined is a light-purple Pokémon with a vaguely humanoid appearance. It has green eyes with yellow sclerae, a yellow ring marking on its forehead, a small, pink dot under each eye, and dark pink hair tied into a short ponytail. On either side of its head is a dark gray horn that curves slightly upward. Its body has a dark pink, V-shaped marking on the chest and a small, golden spike on each shoulder. Its arms are not attached to its body and instead float next to it; each arm has a small golden spike similar to those on its shoulders. It has mitten-like hands and dark pink rings around each wrist. In place of actual legs, it has a wispy tail. Hoopa has three gold rings: one large one around its lower body and one hanging freely on each of its horns."
Volcanion,"Volcanion is a primarily maroon, quadrupedal Pokémon. It has pointed ears with blue interiors, bright blue eyes, yellow markings over and behind its eyes that resemble eyebrows and eyelashes, a pointed, yellow mandible, and a spike-like protrusion on each cheek. Its body is divided into three segments: a considerably larger front portion that has a hunched back, a thin, blue waist, and smaller hips that resemble its front portion. On its chest are four yellow, diamond-shaped bumps. There is a thin, yellow band around each of its leg joints and the lower, maroon portions of its legs are larger than the thin, blue upper portions. Each ankle has a short, blunt growth, while each foot has three yellow claws. Volcanion has a short, tapering tail with a slightly shorter blue bump along the top. On the back of the front portion of its body are two arm-like cannons. These cannons are normally held together and form a ring around the back. Each cannon is separated into three segments by bright blue lines and each segment has a single blue dot and a short, blunt growth. The topmost segments also have four small, yellow bumps around the ends."
Rowlet,"Rowlet is a small, avian Pokémon resembling a young owl with a round body and short legs. Its plumage is primarily beige with a white underside and facial disc. The facial disc itself is in the shape of two overlapping circles. It has large black eyes and a stubby beak. The top part of its beak is white, while the lower half is orange-brown. Its feet have two forward-facing toes and one backward-facing toe; they are the same color as the lower half of its beak. Two leaves sprout from its chest arranged to resemble a bowtie. Additional leaves form its tail and line the undersides of its wings."
Dartrix,"Dartrix is an avian Pokémon that resembles an owl. Most of its plumage, including its heart-shaped facial disc, is white, but it has dark brown feathers covering its head, shoulders, and back. Its large eyes contain dark irises and usually appear closed. It also has a stubby beak with a white upper jaw and an orange-brown lower jaw, and a few short tufts of feathers on the back of its head. Two green leaves curve around its face, resembling an asymmetric cut; the leaf on its right is longer than the one on the left. Under its chin are two smaller leaves that resemble a bowtie, and there are two pointed ones on its rear that form its tail. Its wings have two tan spots on the upper side and leafy plumage close to the body on the underside. Within the leaves under its wings are two sharp orange-brown feathers known as blade quills. Dartrix has orange-brown talons with two toes facing forward and one facing backward."
